Board Game Rank,Game_Id,Title,Description,AvgRating,Thumbnail,thumbnail,image,yearpublished,minplayers,maxplayers,playingtime,minage,boardgamecategory,boardgamedesigner,boardgamepublisher,averageweight,description_detail,category_bert
896,161417,Red7,Art is so subjective! Don't like the color? Change the rules so you can win!,6.87,https://cf.geekdo-images.com/7zH6Kt5ebWEixjDGmHweNA__micro/img/bt8RJ94CoATGfENN1ymIIeFqEjE=/fit-in/64x64/filters:strip_icc()/pic2247258.png,https://cf.geekdo-images.com/7zH6Kt5ebWEixjDGmHweNA__thumb/img/PVkJyJhCtzo1ZwKO4iuRaqUyKJc=/fit-in/200x150/filters:strip_icc()/pic2247258.png,https://cf.geekdo-images.com/7zH6Kt5ebWEixjDGmHweNA__original/img/fABY4SjThfxj2NO1SL_G_FzbX7M=/0x0/filters:format(png)/pic2247258.png,2014,2,4,30,9,"['Card Game', 'Number']","['Carl Chudyk', 'Chris Cieslik']",Asmadi Games,1.7006,"The rules of ""Red"" are simple: highest card wins! But ""Red"" is just one of seven games you'll be playing in Red7, and if you're not winning the current game at the end of your turn, you're out! The last person standing wins the round.
The deck in Red7 is 49 cards: each of the colors of the rainbow numbered 1 to 7. A hand takes just a couple minutes!","['strategy', 'family']"
899,192457,Cry Havoc,Asymmetric factions engage in epic struggle for land and crystal on an alien planet.,7.11,https://cf.geekdo-images.com/OaKLFUgTVdUYvGxLT5QjsQ__micro/img/C4bEVqzlnHjcNXhztUObgvGjzIA=/fit-in/64x64/filters:strip_icc()/pic3090929.jpg,https://cf.geekdo-images.com/OaKLFUgTVdUYvGxLT5QjsQ__thumb/img/Q_G1GlSoIsbibsaOFDmr4_YGwhM=/fit-in/200x150/filters:strip_icc()/pic3090929.jpg,https://cf.geekdo-images.com/OaKLFUgTVdUYvGxLT5QjsQ__original/img/9hr6b_e0WOJJZKLBcuBfuZ0wBuE=/0x0/filters:format(jpeg)/pic3090929.jpg,2016,2,4,120,10,"['Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Grant Rodiek', 'Michał Oracz', 'Michał Walczak']",Portal Games,3.2885,"Cry Havoc is a card-driven, asymmetric, area control war game set in a brutal science fiction setting. Each player commands one of four unique factions with varying abilities and units. The game includes 54 custom miniatures, a large format board, and over one hundred unique cards, all with stunning new artwork.","['role playing', 'war']"
900,8125,Santiago,"Auction, build, and bribe your way into a flourishing irrigation network.",7.16,https://cf.geekdo-images.com/tfDHVFfrC-s0I0KdE5fIbg__micro/img/KSJ29By6zjPfWnsuB-UHh-Z6p2M=/fit-in/64x64/filters:strip_icc()/pic7052960.png,https://cf.geekdo-images.com/tfDHVFfrC-s0I0KdE5fIbg__thumb/img/OjGDUKiMhlFRqFE0BsrjGZXTcPA=/fit-in/200x150/filters:strip_icc()/pic7052960.png,https://cf.geekdo-images.com/tfDHVFfrC-s0I0KdE5fIbg__original/img/yjgFwEx3YpoBa1SqxSnL-vP8hGg=/0x0/filters:format(png)/pic7052960.png,2003,3,5,75,10,"['Farming', 'Negotiation']","['Claudia Hely', 'Roman Pelek']",AMIGO,2.4775,"Santiago is about cultivating and watering fields. To accomplish this, a number of tiles denoting various plantation types come into the game each round. The tiles are auctioned off such that each player gets one, and the tiles are then placed onto the game board along with an ownership marker that also indicates how plentiful the tile's yield will be. Whoever bid the lowest in each round gets to be the canal overseer and decides where a canal will be built that round. The other players may make suggestions to help the canal overseer decide, and back up their suggestions with money. The final decision is always wholly up to the overseer, though.
At the end of each round, players determine what the water supply situation looks like. Should a plantation not be sufficiently watered, its production drops dramatically; should it happen more than once, then that plantation may revert to fallow ground. At game's end, naturally only the cultivated land counts. Each plantation is counted according to type ??the bigger the better. But since the ownership markers play a role as well, the same plantation can give drastically different points for different players.",['strategy']
903,171273,FUSE,Hurry up! Disarm the bomb by collectively assembling the correct dice combinations.,7,https://cf.geekdo-images.com/q6V72bfqeoKi3bfThY3XfQ__micro/img/rIZM2SbRDS7jIISWdxzl75Iw9rk=/fit-in/64x64/filters:strip_icc()/pic5172335.jpg,https://cf.geekdo-images.com/q6V72bfqeoKi3bfThY3XfQ__thumb/img/dUvznEJMuiiQvA729qtAa6iA40g=/fit-in/200x150/filters:strip_icc()/pic5172335.jpg,https://cf.geekdo-images.com/q6V72bfqeoKi3bfThY3XfQ__original/img/WpL6_RxwhMEZJrS3Z4-DztN78l0=/0x0/filters:format(jpeg)/pic5172335.jpg,2015,1,5,10,10,"['Action / Dexterity', 'Dice', 'Real-time', 'Science Fiction']",['Kane Klenko'],Renegade Game Studios,1.6627,"Intruders have made their way onto your ship, and their goal is total destruction! More than twenty bombs have been detected onboard, and the countdown has begun. Your elite Bomb Defusal Team (BDT) has been called upon to neutralize the threat. Does your team have what it takes to work through the intricacies of the bombs and defuse them all in time?
FUSE is a real-time co-operative game that employs 25 dice and 65 cards. Each game is set to a ten-minute timer, and players must work together in that ten minutes to defuse all of the bombs. Each bomb is represented by a card which needs a certain combination of dice in order to defuse it. A player will draw a number of dice equal to the number of players out of a bag and roll them. Players must then decide who will get which dice, but each player must take one and only one.
It's a simple task: maximize the potential of your dice among all of the players. The problem is that you have only ten minutes, and there are more than twenty bombs on your ship. You don't have time to think through every option. You barely have time to yell at Grandma as she reaches for that red die you need. This game will self-destruct in ten minutes...",['strategy']
904,30645,Tammany Hall,Fight for political power in New York during the era of Boss Tweed.,7.28,https://cf.geekdo-images.com/Oesqx8u3Wuwa0S1JcsQREg__micro/img/pJn2VkyaqoonloGAJ2ujr545-sU=/fit-in/64x64/filters:strip_icc()/pic5585780.png,https://cf.geekdo-images.com/Oesqx8u3Wuwa0S1JcsQREg__thumb/img/GmitOj1Yvh7GO_g3Buwdwo-zMx0=/fit-in/200x150/filters:strip_icc()/pic5585780.png,https://cf.geekdo-images.com/Oesqx8u3Wuwa0S1JcsQREg__original/img/xQZOU1cbg0fU68uKoyQGt3zyfA8=/0x0/filters:format(png)/pic5585780.png,2007,3,5,90,12,"['Negotiation', 'Political', 'Territory Building']",['Doug Eckhart'],StrataMax Games,2.7833,"""The way to have Power is to take it"" - William ""Boss"" Tweed
Tammany Hall is a game of backstabbing, corruption, temporary alliances, and taking power at all costs. If you want to rule New York, you are going to need to play the city's growing immigrant populations against one another. Help the immigrant groups who owe you political favors, call in those favors to slander your rivals, and win elections.
In Tammany Hall, players help immigrants settle in New York, collect political favors from those immigrant groups, send ward bosses into Manhattan to secure votes, and slander political opponents. An election is held at the end of every fourth year, and the player who uses his power base best will be elected mayor. The Mayor's grip on the city is tenuous at best. After every election, the Mayor must pay off his political rivals by placing them in offices that they can wield to try to take control of the city. Every player is your friend, every player is your enemy.
Tammany Hall was the political machine that dominated New York City politics by organizing the immigrant populations. While the organization's influence spanned from its founding in the 1790s to its collapse in the 1960s, this game is set in lower Manhattan roughly between 1850 and 1870 ??the era of Boss Tweed.","['party', 'strategy']"
905,170416,Vast: The Crystal Caverns,"Where a knight, dragon, cave, goblins, or thief, prepare for an asymmetric battle.",7.1,https://cf.geekdo-images.com/CeXtELC0X1xjwuend_7pTg__micro/img/Bf4rwTbciat3JQ-QQJ1RzxuAg08=/fit-in/64x64/filters:strip_icc()/pic2962290.jpg,https://cf.geekdo-images.com/CeXtELC0X1xjwuend_7pTg__thumb/img/FdE8SHtb503f9ZOk_TYyxS-sJQg=/fit-in/200x150/filters:strip_icc()/pic2962290.jpg,https://cf.geekdo-images.com/CeXtELC0X1xjwuend_7pTg__original/img/y-f2dDCvwurzjcgFPbkj00CbXN8=/0x0/filters:format(jpeg)/pic2962290.jpg,2016,1,5,150,10,"['Adventure', 'Exploration', 'Fantasy', 'Print & Play']","['Patrick Leder', 'David Somerville']",Leder Games,3.6391,"The dragon has been asleep for many long years. In that time, the cave under which it slumbered has changed greatly?�Goblins and strange monsters have filled its gloomy depths and there are whispers that the cave itself has begun thinking, shifting, and growing evermore dangerous.
Still, stories of peril rarely overshadow the rumors of riches. And riches there may be??For where a dragon slumbers, there also lies a fiercely guarded treasure. Fortunately for the slumbering beast, malevolent crystals fill the cave?�s rooms with spectral light, hiding the entrance to the immeasurable treasure trove. Many have given their lives to the search and over the years the rumors have faded to legend.
But the most courageous adventurers will not be discouraged by bloodshed. On this day, a knight steps into the darkness, her gloved hand gripping the hilt of her sword. Her years of quests--all of the victories and defeats--have led to this one final adventure. Knowing the kingdom can never truly be at peace with the dragon beneath the cave, she has come to make a final stand. Little does she know that she will awake everything that slumbers in the shadows??and begin the final battle in the darkness.
Enter the world of Vast: The Crystal Caverns!",['adventure']
907,194879,Not Alone,The shipwrecked Hunted try to escape Artemia while eluding pursuit by the Creature.,6.97,https://cf.geekdo-images.com/2nPAI9x1rOjj2fq30qRFvQ__micro/img/Gkgcre4VRrtyqS32lJxrrXT8n60=/fit-in/64x64/filters:strip_icc()/pic3118416.jpg,https://cf.geekdo-images.com/2nPAI9x1rOjj2fq30qRFvQ__thumb/img/JXiKvNcM8FmuJxJV6-SSm-2CN2o=/fit-in/200x150/filters:strip_icc()/pic3118416.jpg,https://cf.geekdo-images.com/2nPAI9x1rOjj2fq30qRFvQ__original/img/Sc9SmhfC5cLiDdXeY9HOQphCKcQ=/0x0/filters:format(jpeg)/pic3118416.jpg,2016,2,7,45,10,"['Bluffing', 'Card Game', 'Deduction', 'Horror', 'Science Fiction']",['Ghislain Masson'],Geek Attitude Games,1.9828,"It is the 25th century. You are a member of an intergalactic expedition shipwrecked on a mysterious planet named Artemia. While waiting for the rescue ship, you begin to explore the planet but an alien entity picks up your scent and begins to hunt you. You are NOT ALONE! Will you survive the dangers of Artemia?
NOT ALONE is an asymmetrical card game, in which one player (the Creature) plays against the stranded explorers (the Hunted).
If you play as one of the Hunted, you will explore Artemia using Place cards. By playing these and Survival cards, you try to avoid, confuse or distract the Creature until help arrives.
If you play as the Creature, you will stalk and pursue the shipwrecked survivors. By playing your Hunt cards and using the mysterious powers of Artemia, you try to wear down the Hunted and assimilate them to the planet forever.
NOT ALONE is a immersive, thematic card game, where you use guessing, bluffing, hand management, and just a pinch of deck-building to achieve your goal, which is survival for the Hunted... or total assimilation for the Creature!","['adventure', 'role playing']"
908,131287,Panamax,Manage your shipping company to cargo-carrying success.,7.3,https://cf.geekdo-images.com/DjHtKvuSHMdYslgNFyzw1w__micro/img/__1jd-Ke1UEqRTQHejH2l2LTN_8=/fit-in/64x64/filters:strip_icc()/pic1786212.png,https://cf.geekdo-images.com/DjHtKvuSHMdYslgNFyzw1w__thumb/img/bz4ZAigiXzNCwbFnFScPkczKfvw=/fit-in/200x150/filters:strip_icc()/pic1786212.png,https://cf.geekdo-images.com/DjHtKvuSHMdYslgNFyzw1w__original/img/VopILYltj9H--2JkBn2o7Sms-ps=/0x0/filters:format(png)/pic1786212.png,2014,2,4,120,12,"['Economic', 'Nautical', 'Transportation']","[""Gil d'Orey"", 'Nuno Bizarro Sentieiro', 'Paulo Soledade']",MESAboardgames,3.7549,"After one hundred years in service, the Panama Canal still is one of the most important and impressive engineering achievements in modern times.
Built in 1914, it held a prominent role in the deployment of military vessels during WWI and in the conflicts that have followed. Nowadays commercial usage is the core business of the Canal; its economic impact is profound and has not only developed the region, but in fact helped define shipping throughout the world.
In the wake of the Canal?�s opening hull designs were influenced accordingly; ships fell into three categories, those that could travel through easily and in groups (Feeder class), massive ocean-going ships too big to enter the Canal (ULCV or Ultra Large Container Vessels), and the new standard?�designed to the maximum limits of the Panama Canal. These ships are called PANAMAX.
In Panamax each player manages a shipping company established in the Colón Free Trade Zone. Companies accept contracts from both US coasts, China and Europe and deliver cargo in order to make money, attract investment and pay dividends. At the same time the players accumulate their own stock investments and try to make as much money as possible in an effort to have the largest personal fortune and win the game.",['economy']
910,230244,Black Angel,Guide the Black Angel on an intergalactic voyage to find a new home for humanity.,7.21,https://cf.geekdo-images.com/UsG5d8U0wGFJLKctASkWTQ__micro/img/cUM7zklW_PsbNptjNDDmHCrNPog=/fit-in/64x64/filters:strip_icc()/pic4830520.jpg,https://cf.geekdo-images.com/UsG5d8U0wGFJLKctASkWTQ__thumb/img/WYXRiJNwu_XrUD4H0TVqFGWH2XI=/fit-in/200x150/filters:strip_icc()/pic4830520.jpg,https://cf.geekdo-images.com/UsG5d8U0wGFJLKctASkWTQ__original/img/S3zJjTPUEcFv3gSXnWU8JfUcaCw=/0x0/filters:format(jpeg)/pic4830520.jpg,2019,1,4,120,12,"['Science Fiction', 'Space Exploration']","['Sébastien Dujardin', 'Xavier Georges', 'Alain Orban']",Pearl Games,3.8576,"Humanity, through its irresponsible behavior, has exhausted the natural resources of Earth, making it almost uninhabitable. In a burst of lucidity, pressed by the irreversible degradation of your planet, the great nations are forced to put aside their differences and share their knowledge in order to create the most vast spacecraft ever constructed. The Black Angel, the first intergalactic frigate in history, must transport the genetic heritage of humanity beyond known worlds, over a journey that is likely to last several thousand years. Her crew will be composed of only robots. Because no nation is willing to trust creation of the AI (artificial intelligence) that will control this crew to any other nation, a compromise is found: The Black Angel will be co-managed by several AIs, and the utility of each decision will be evaluated in VP (Validation Process).
Players take the role of AI robots, piloting the Black Angel while engaging with alien species and fighting off ravagers. Actions are determined by cards and die rolls. Rounds continue until either of the following situations occurs: The Black Angel figurine arrives on Spes (during a Sequence B) or The Ravager card deck becomes empty (during a Sequence A). Players finish the round in progress, and then play one final round.
At the end of the final round, victory points are tallied (depending on the end condition) and the player with the most victory points wins.",['strategy']
912,223770,Startups,Invest in startups but beware - you only make money by controlling popular companies!,7.19,https://cf.geekdo-images.com/Y23LsS9HxPgO0XT5RvtwTA__micro/img/6eQW7tiq8-8qUPHxuahSWiq7Feg=/fit-in/64x64/filters:strip_icc()/pic3678411.png,https://cf.geekdo-images.com/Y23LsS9HxPgO0XT5RvtwTA__thumb/img/JQ6I0tZDYByNKmMSW0gsTiNulEQ=/fit-in/200x150/filters:strip_icc()/pic3678411.png,https://cf.geekdo-images.com/Y23LsS9HxPgO0XT5RvtwTA__original/img/IJW2fhjS4x88hu8Aap8XHrMfcyg=/0x0/filters:format(png)/pic3678411.png,2017,3,7,20,10,"['Card Game', 'Economic']",['Jun Sasaki'],4 Kavky,1.5714,"Description from the publisher:
There are six companies that will change the world as we know it! You can be part of their success and be an investor. Try to become rich by making the right decisions!
Only the biggest investor can get money out of each company. You must try to read the next steps of your rivals and use your capital and your three hidden cards to win against them and become the biggest shareholder!
You have to be lucky in this game but you must also think about your moves and analyze your rivals! You can play this card game with only a few players but also with many!","['strategy', 'economy']"
913,176165,Dale of Merchants,"Learn new techniques, trade goods, and manage your stock to build the master stall!",7.17,https://cf.geekdo-images.com/mK2jITNJ3vgNWKbliMpErQ__micro/img/bXIqrF-vTDvXaGfWAUlqsFtdlBc=/fit-in/64x64/filters:strip_icc()/pic2772192.jpg,https://cf.geekdo-images.com/mK2jITNJ3vgNWKbliMpErQ__thumb/img/irnxGy1_lItTKz8J_4OjgwB7oGA=/fit-in/200x150/filters:strip_icc()/pic2772192.jpg,https://cf.geekdo-images.com/mK2jITNJ3vgNWKbliMpErQ__original/img/Klr6u2U7Qq7VkfftF6B2zVeza6E=/0x0/filters:format(jpeg)/pic2772192.jpg,2015,2,4,30,10,"['Animals', 'Card Game', 'Fantasy']",['Sami Laakso'],Snowdale Design,2.0819,"It is an age of great discoveries. New and wonderful items find their ways into the hands of the greatest merchants. And if there ever is a place those traders love, it is the town of Dale.
There?�s an extraordinary guild in the Dale founded by the greatest merchants. The tricky part is getting the membership since one must win the annual trading competition to be invited to the guild.
Notable animalfolk merchants from all over the world have gathered in the town to take part in the event. Everyone has only one goal in mind ??to be celebrated as the winner and the newest member of the legendary guild.
In Dale of Merchants, players take the roles of those participating merchants learning new techniques, trading goods, and managing their stock. The player who first manages to complete their astounding merchant stall wins the game and gets access to the guild!",['adventure']
914,175117,Celestia,Players take turns as pilot and press their luck to win the greatest treasures!,6.93,https://cf.geekdo-images.com/8kl6m6m_unthBPw9SxoDQQ__micro/img/xU-8185snWryJKzy08sybKH3YL8=/fit-in/64x64/filters:strip_icc()/pic6973677.png,https://cf.geekdo-images.com/8kl6m6m_unthBPw9SxoDQQ__thumb/img/vK6rBE3ZjolzG6jEVxJj49MBIc4=/fit-in/200x150/filters:strip_icc()/pic6973677.png,https://cf.geekdo-images.com/8kl6m6m_unthBPw9SxoDQQ__original/img/FtecAcFxPelZCfbWhZlo85uF2Rg=/0x0/filters:format(png)/pic6973677.png,2015,2,6,30,8,"['Adventure', 'Aviation / Flight', 'Card Game', 'Fantasy']",['Aaron Weissblum'],BLAM !,1.3201,"In Celestia, a revamped version of Cloud 9, you board an aircraft with a team of adventurers to perform many trips through the cities of Celestia and recover their wonderful treasures. Your journey will not be safe, but you will attempt to be the richest adventurer by collecting the most precious treasures!
At the beginning of a journey, all players place their pawns within the aircraft; the players start the game with six cards in hand (or eight depending on the number of players). At the beginning of each round, one player is chosen to be the captain of the trip and he rolls 2-4 dice to discover the challenges that they will face: fog, lightning bolts, killer birds, or pirates. He must then play the appropriate cards ??a compass, a lightning arrester, a foghorn, or even cannons ??to continue on the journey and reach the next city. But before the captain plays the appropriate cards, each player must decide whether to stay within the aircraft:
If you exit, you're guaranteed the victory points that come from exploring the current city.
If you stay on board, you hope to make it to the next city in order to catch more precious treasures. If the captain can't overcome the challenge, though, everyone comes crashing down empty-handed and you'll need to begin a new trip with all passengers on board.","['strategy', 'adventure', 'role playing']"
917,275467,Letter Jam,Provide word-based hints so everyone can deduce their scrambled mystery word.,7.17,https://cf.geekdo-images.com/kBZGJlIqir1I_EVCr2nDbg__micro/img/6s5udJzlpjC2Gx3_TtbYDI1BBkw=/fit-in/64x64/filters:strip_icc()/pic4853794.jpg,https://cf.geekdo-images.com/kBZGJlIqir1I_EVCr2nDbg__thumb/img/mSl669ndQnGcsmKfe0Yppc1XvbI=/fit-in/200x150/filters:strip_icc()/pic4853794.jpg,https://cf.geekdo-images.com/kBZGJlIqir1I_EVCr2nDbg__original/img/lJRGF7RDvRfo3azopO3tryB6IcI=/0x0/filters:format(jpeg)/pic4853794.jpg,2019,2,6,45,10,"['Card Game', 'Deduction', 'Party Game', 'Word Game']",['Ondra Skoupý'],Czech Games Edition,1.9773,"Letter Jam is a 2-6 player cooperative word game where players assist each other in composing meaningful words from letters around the table. The trick is holding the letter card so that it?�s only visible to other players and not to you.
At the start of the game, each player receives a set of face-down letter cards that can be arranged to form an existing word. The setup can be prepared by using a special card scanning app, or by players selecting words for each other. Each player then puts their first card in their stand facing the other players without looking at it, and the game begins.
The game is played in turns. Each turn, players simultaneously search other players??letters to see what words they can spell out (telling the others the length of the word they can make up). The player who offers the longest word can then be chosen as the clue giver.
The clue giver spells out their clue by putting numbered tokens in front of the other players. Number one goes to the player whose letter comes first in the clue, number two to the second letter etc. They can always use a wild card which can be any letter, but they cannot tell others which letter it represents.
Each player with a numbered token (or tokens) in front of them then tries to figure out what their letter is. If they do, they place the card face down before revealing the next letter. At the end of the game, players can then rearrange the cards to try to form an existing word. All players then reveal their cards to see if they were successful or not. The more players who have an existing word in front of them, the bigger their collective success.",['role playing']
921,160499,King of New York,Monsters vie for fame or dominance over New York in this dice-rolling game.,6.87,https://cf.geekdo-images.com/FGekxht_r5xqt8oSmQ9HZg__micro/img/ER8ewGSYy-b0WrM0pEZmPopPPYQ=/fit-in/64x64/filters:strip_icc()/pic2407103.jpg,https://cf.geekdo-images.com/FGekxht_r5xqt8oSmQ9HZg__thumb/img/DBoMebkqbcyZWJVLC5MRbF-YbnU=/fit-in/200x150/filters:strip_icc()/pic2407103.jpg,https://cf.geekdo-images.com/FGekxht_r5xqt8oSmQ9HZg__original/img/b5zgGvja0Qpte-Jqb5baQNWuG3c=/0x0/filters:format(jpeg)/pic2407103.jpg,2014,2,6,40,10,"['Dice', 'Fighting', 'Movies / TV / Radio theme', 'Science Fiction']",['Richard Garfield'],IELLO,1.872,"There's always something happening in the city that never sleeps. Maybe it's the lights, maybe it's the energy, or maybe it's the giant monsters trying to demolish the place!
King of New York is a standalone game from designer Richard Garfield that keeps the core ideas of King of Tokyo while introducing new ways to play. As in KoT, your goal is to be the first monster to collect 20 victory points (VPs) or to be the last monster standing. On your turn, you roll six dice up to three times, then carry out the actions on those dice. Claws cause damage to other monsters, hearts heal damage to yourself, and energy is stored up so that you can purchase power cards that provide unique effects not available to anyone else.
What's new in King of New York is that you can now try to become a star in the big city; more specifically, you can achieve ""Fame"", which nets you VPs, but superstar status is fleeting, so enjoy your time in the spotlight.
The game board for King of New York is larger than in KoT with each monster occupying a district in the city and everyone trying to shine in Manhattan. When you attack, you can displace a monster in another district, whether to escape military forces or to find new smashing opportunities. Yes, smashing because you can now destroy buildings and get bonuses for doing so, but the more destruction you cause, the more intense the military response.",['adventure']
922,12002,Jambo,African merchants go toe-to-toe to hawk their wares and earn the most gold.,6.99,https://cf.geekdo-images.com/ZHpHR-6b7ZjQ97mulBg2fg__micro/img/2-llMeK8-sPQyO8rEOcFg7WCl1g=/fit-in/64x64/filters:strip_icc()/pic253740.jpg,https://cf.geekdo-images.com/ZHpHR-6b7ZjQ97mulBg2fg__thumb/img/JkV1wP7WPQx8UDMksNC6VZZ-XUw=/fit-in/200x150/filters:strip_icc()/pic253740.jpg,https://cf.geekdo-images.com/ZHpHR-6b7ZjQ97mulBg2fg__original/img/4C2Lj2LKIoyxw53ra48q6uSeg2s=/0x0/filters:format(jpeg)/pic253740.jpg,2004,2,2,45,12,"['Card Game', 'Economic']",['Rüdiger Dorn'],KOSMOS,2.0711,"From the back of the box (edited for grammar):
""Jambo is the friendly greeting Swahili traders offered their customers in Central Africa before colonization. The players are traders in this day, competing to be the first to earn 60 gold by buying and selling tea, hide, fruits, salt, silk, and trinkets. The game is played with cards that allow players to buy and sell goods, help you or hinder your opponent, and others that add a bit of spice to the game. Return to the dark continent where the players alternate turns with up to 5 actions each until one player reaches the goal and wins the game.""
Original description from Games4You.
Players take on the role of merchants offering their wares from market stands. On a player's turn, he has five actions to choose from. Actions can be used to draw cards, play cards, and activate buildup cards.
In order to sell wares, the merchants must first lay the wares out, since customers will only buy where all the wares they want are being offered. And since market space is at a premium, players have to think hard about which wares to offer.
By owning important buildup cards and properly using the assets of other village inhabitants, the merchants succeed in attracting especially many customers to their stalls, making bargain buys, and messing with their opponents' plans.","['strategy', 'economy', 'role playing']"
924,198740,Lovecraft Letter,Confront eldritch lore: win by staying sane or triumph through madness.,7.23,https://cf.geekdo-images.com/iRDSJ4wnIjbcZnYYmxrS7w__micro/img/aWdGsD3hdy9aE3XU914pOJSyax4=/fit-in/64x64/filters:strip_icc()/pic3485528.png,https://cf.geekdo-images.com/iRDSJ4wnIjbcZnYYmxrS7w__thumb/img/a3lM0zDNSGhWG-Q_7h5sMk24xCU=/fit-in/200x150/filters:strip_icc()/pic3485528.png,https://cf.geekdo-images.com/iRDSJ4wnIjbcZnYYmxrS7w__original/img/bSIutW2D3GSfc8vFkkio4NW2pEw=/0x0/filters:format(png)/pic3485528.png,2017,2,6,15,10,"['Card Game', 'Deduction', 'Fantasy', 'Horror']",['Seiji Kanai'],Alderac Entertainment Group,1.4314,"It is the 1920s, and the world is in a state of confusion following WWI. During this time, you and your friends find yourselves amongst mysterious events. You are surrounded by strange figures, letters with unreadable texts, as well as sudden appearances of being unknown. By relying on your connections, you set out to investigate these incidents. Unknown to you are the frightful truths that lie in wait ahead of you...
Lovecraft Letter is a card game that combines the Love Letter system with the world of H.P. Lovecraft. In addition to the standard sixteen cards in the Love Letter game are new versions of the cards that include special ""insanity"" powers. If you have one of these cards in your discard pile, then you are insane (at least for the current round) and on future turns can play insanity cards for their regular power or their special power, giving you more options during play. The risk, however, is that you must undergo a sanity check at the start of each of your turns, drawing as many cards from the deck as the number of insanity cards in front of you; draw one or more insanity cards, and you're out for the round.
If you win the game, whether by being the last person standing or the player with the highest single card after the deck runs out, you win a token colored to reflect whether you were sane or insane. Win enough tokens of the right type, and you win the game. Cthluhu can also help you win the game if you release it at the right time...",['adventure']
926,56692,Parade,"Hold a parade for the Queen. In Wonderland, losing might be the best way to win.",7,https://cf.geekdo-images.com/lmRNihICb4mklj0ec1vj6g__micro/img/l_ey4-mYopII8Cixo4_7YzOHpzs=/fit-in/64x64/filters:strip_icc()/pic2239001.jpg,https://cf.geekdo-images.com/lmRNihICb4mklj0ec1vj6g__thumb/img/UYkr4MpEZv5QiLWW5ef9RUm3gm0=/fit-in/200x150/filters:strip_icc()/pic2239001.jpg,https://cf.geekdo-images.com/lmRNihICb4mklj0ec1vj6g__original/img/FA-gxYbwNAZl_jwzPjU9n_0Nwbo=/0x0/filters:format(jpeg)/pic2239001.jpg,2007,2,6,45,8,"['Card Game', 'Novel-based']",['Naoki Homma'],Arclight Games,1.4603,"The characters of Alice's Adventures in Wonderland are having a Parade!
All players are producers of this parade. Characters from Lewis Carroll's books such as Alice, The White Rabbit, and The Hatter are steadily invited to join this weird procession.
On your turn, you play a card (from your hand of five) to the end of the parade. Unfortunately, that card might cause other cards to walk off the parade. These cards count as negative points in the end.
The length of the parade line is important. If the number of the card you just played is less than the line length, you may receive the excess cards (counting from last played to the first of the line). But you don't take all the relevant cards, only the cards that meet one of these requirements:
1. the color is the same as color of the card just played, or
2. the number is the same or lower than the card just played
The game ends when the draw deck is exhausted or when one player has collected all six colors in their point piles. Then everyone plays one last card. From the four cards remaining in their hand, players choose two cards to add to his or her point piles. The player who has the least negative points after this is the winner.",['party']
932,197443,Fugitive,A quick card chase; will the fugitive escape or will the detective crack the case?,7.14,https://cf.geekdo-images.com/Jeukp3NUs-u6i3SuF-yE4A__micro/img/tpNF_JfWfFvohgyNidEKlrV2A20=/fit-in/64x64/filters:strip_icc()/pic3481216.png,https://cf.geekdo-images.com/Jeukp3NUs-u6i3SuF-yE4A__thumb/img/1cw7pZbdLk2bBFh-tjkwzZXwgmw=/fit-in/200x150/filters:strip_icc()/pic3481216.png,https://cf.geekdo-images.com/Jeukp3NUs-u6i3SuF-yE4A__original/img/X8-dbZ1EzlwOUAe3CuwKBRztTMY=/0x0/filters:format(png)/pic3481216.png,2017,2,2,20,10,"['Bluffing', 'Card Game', 'Deduction', 'Number', 'Spies / Secret Agents']",['Tim Fowers'],Fowers Games,1.6559,"Fugitive is a two-player card game set in the world of Burgle Bros. One player is a fugitive trying to make it out of town while being pursued by an unstoppable agent. The fugitive plays cards face down to the table trying to work their way to a goal, while the agent must guess those cards to uncover them. If all the cards are face up, the fugitive is caught.",['strategy']
